coor.Image X [mm];coor.Image Y [mm];disp.Horizontal Displacement U [mm];disp.Vertical Displacement V [mm];strain.Strain-global frame: Exx [ ];strain.Strain-global frame: Eyy [ ];strain.Strain-global frame: Exy [ ]
1.042500000E+001;2.040000000E+001;-4.276841072E-003;-8.102830839E-002;-2.956545932E-003;1.341878185E-002;-2.833146885E-003
6.550000000E+000;1.340000000E+001;6.966733579E-003;-1.529881361E-001;-1.061549460E-003;6.872072120E-003;-2.847875461E-003
1.180000000E+001;1.552500000E+001;-2.544592986E-003;-1.502083236E-001;-3.025782933E-003;1.094653189E-002;-4.177073428E-003
3.550000000E+000;1.727500000E+001;3.602587122E-002;-7.820755511E-002;-1.637646940E-003;8.509446191E-003;-1.788207565E-003
2.800000000E+000;2.665000000E+001;4.139139429E-003;-4.006620617E-003;-7.800580049E-004;6.844761008E-003;-2.716002810E-003
4.925000000E+000;1.552500000E+001;1.949640808E-002;-1.127748111E-001;-4.229840152E-003;9.980752994E-003;-4.911846643E-003
1.192500000E+001;1.890000000E+001;-1.426187246E-002;-1.135675802E-001;-1.612522687E-003;1.068638578E-002;-3.797707219E-003
8.550000000E+000;1.540000000E+001;8.968241208E-003;-1.459691671E-001;-2.527352408E-003;6.464011529E-003;1.662987123E-003
1.205000000E+001;1.590000000E+001;-4.575584864E-003;-1.474014118E-001;-2.981608627E-003;1.102949597E-002;-4.638152207E-003
1.055000000E+001;2.040000000E+001;-4.698978750E-003;-8.247724600E-002;-2.836754213E-003;1.327626854E-002;-2.659725850E-003
2.800000000E+000;2.552500000E+001;9.933724262E-003;-1.163339849E-002;-1.244227355E-003;6.824185869E-003;-2.524740495E-003
3.675000000E+000;1.727500000E+001;3.579400149E-002;-7.932794663E-002;-1.654932427E-003;8.787045696E-003;-1.757453534E-003
6.550000000E+000;1.352500000E+001;7.235182882E-003;-1.522561267E-001;-1.131670987E-003;6.812974594E-003;-2.914994488E-003
1.192500000E+001;1.902500000E+001;-1.405392763E-002;-1.122686406E-001;-1.620215021E-003;1.069922915E-002;-3.648987720E-003
2.925000000E+000;2.552500000E+001;9.765483690E-003;-1.176371507E-002;-1.232635208E-003;6.867086782E-003;-2.497277190E-003
5.050000000E+000;1.552500000E+001;1.892203234E-002;-1.148125038E-001;-4.311900673E-003;9.842448283E-003;-5.134434702E-003
3.300000000E+000;2.352500000E+001;1.730913603E-002;-2.637049641E-002;-1.849751890E-003;7.501861637E-003;-2.443551480E-003
1.067500000E+001;2.040000000E+001;-5.077040383E-003;-8.388781569E-002;-2.739483054E-003;1.313427844E-002;-2.524549534E-003
3.175000000E+000;1.727500000E+001;3.653851692E-002;-7.484700592E-002;-1.608279533E-003;7.748138588E-003;-1.889936128E-003
1.217500000E+001;1.590000000E+001;-4.930223299E-003;-1.480930353E-001;-2.925957298E-003;1.099991544E-002;-4.673072837E-003
1.167500000E+001;1.877500000E+001;-1.387867712E-002;-1.126765378E-001;-1.483255221E-003;1.105202425E-002;-3.902598989E-003
3.675000000E+000;1.265000000E+001;1.037888435E-002;-1.239537813E-001;-2.326296379E-003;9.628849851E-003;-4.647771896E-003
6.550000000E+000;1.365000000E+001;7.495139207E-003;-1.515126568E-001;-1.206525474E-003;6.756492562E-003;-2.984716886E-003
3.050000000E+000;2.552500000E+001;9.521346943E-003;-1.181559560E-002;-1.216042802E-003;6.904437916E-003;-2.468806996E-003
9.675000000E+000;2.640000000E+001;4.289948024E-003;-6.813071029E-003;4.235903518E-005;8.561124146E-003;-2.642657686E-003
3.175000000E+000;1.740000000E+001;3.718706757E-002;-7.392751586E-002;-1.507476923E-003;7.661007599E-003;-1.907859153E-003
8.925000000E+000;2.102500000E+001;8.671259064E-003;-4.527758596E-002;-5.479544065E-003;8.508740571E-003;-6.256603518E-003
1.205000000E+001;1.677500000E+001;-8.601893969E-003;-1.376475985E-001;-2.829914644E-003;1.101611002E-002;-5.212718586E-003
1.180000000E+001;1.877500000E+001;-1.411127143E-002;-1.137760151E-001;-1.556315886E-003;1.086635245E-002;-3.926266213E-003
1.080000000E+001;2.040000000E+001;-5.351058575E-003;-8.516747817E-002;-2.664045590E-003;1.299068334E-002;-2.435074571E-003
3.175000000E+000;2.552500000E+001;9.409463532E-003;-1.192805916E-002;-1.205296330E-003;6.940006888E-003;-2.438149198E-003
5.550000000E+000;2.190000000E+001;1.829511542E-002;-3.885036708E-002;-3.136698399E-003;7.559724863E-003;-2.053753002E-004
1.192500000E+001;1.877500000E+001;-1.435745185E-002;-1.149254340E-001;-1.623063407E-003;1.068023637E-002;-3.950393251E-003
9.675000000E+000;2.652500000E+001;3.768929082E-003;-5.805721800E-003;7.586146890E-005;8.545459155E-003;-2.558687696E-003
3.175000000E+000;1.752500000E+001;3.789893181E-002;-7.301319002E-002;-1.402274174E-003;7.577455309E-003;-1.946534281E-003
8.675000000E+000;2.052500000E+001;5.809165547E-003;-4.362028234E-002;-6.716990634E-003;7.516837854E-003;-7.026703989E-003
3.300000000E+000;2.665000000E+001;3.558259883E-003;-3.999576983E-003;-6.811786978E-004;6.950527165E-003;-2.583975496E-003
5.175000000E+000;2.427500000E+001;1.148202360E-002;-2.113977107E-002;-1.295197741E-003;7.087389680E-003;-1.377450288E-003
1.030000000E+001;2.040000000E+001;-3.843119660E-003;-7.953325527E-002;-3.087373357E-003;1.356838519E-002;-3.023029111E-003
1.205000000E+001;1.877500000E+001;-1.460598320E-002;-1.160708140E-001;-1.681435789E-003;1.048940090E-002;-3.975003192E-003
8.800000000E+000;2.052500000E+001;5.122242272E-003;-4.661334390E-002;-6.279205490E-003;8.450700438E-003;-6.845719075E-003
4.050000000E+000;1.052500000E+001;1.394502829E-003;-1.481241584E-001;-6.711929807E-004;8.922145840E-003;-4.223926018E-003
8.050000000E+000;1.315000000E+001;5.711344151E-003;-1.611233546E-001;-5.065631395E-004;7.016222906E-003;-1.995863215E-004
4.925000000E+000;1.427500000E+001;1.338092087E-002;-1.256225133E-001;-3.307030626E-003;9.287547664E-003;-5.129431253E-003
1.217500000E+001;1.677500000E+001;-8.878576190E-003;-1.383200011E-001;-2.785954605E-003;1.089939127E-002;-5.209768015E-003
3.800000000E+000;1.940000000E+001;3.973363581E-002;-6.213254116E-002;-1.038251221E-003;8.997549946E-003;-4.131474575E-003
3.425000000E+000;2.565000000E+001;8.529749635E-003;-1.115405784E-002;-1.125587253E-003;6.990030212E-003;-2.413382035E-003
1.205000000E+001;1.890000000E+001;-1.446996179E-002;-1.147675529E-001;-1.671408104E-003;1.049822614E-002;-3.830455408E-003
5.175000000E+000;2.440000000E+001;1.117081056E-002;-2.026752920E-002;-1.234838953E-003;7.075122260E-003;-1.418974812E-003
8.925000000E+000;2.052500000E+001;4.434080920E-003;-4.968726714E-002;-5.849410385E-003;9.451199913E-003;-6.550679493E-003
4.050000000E+000;1.065000000E+001;1.679703985E-003;-1.477574095E-001;-8.203331992E-004;8.971594029E-003;-4.262367743E-003
3.050000000E+000;2.677500000E+001;3.078372694E-003;-3.150935376E-003;-6.571235660E-004;6.919629399E-003;-2.686823423E-003
1.167500000E+001;1.552500000E+001;-2.162861994E-003;-1.495300700E-001;-3.077255690E-003;1.095336501E-002;-4.111147150E-003
3.925000000E+000;1.940000000E+001;3.967125487E-002;-6.271743069E-002;-1.005802769E-003;9.317252569E-003;-4.198727891E-003
5.675000000E+000;1.652500000E+001;2.239173554E-002;-1.159593920E-001;-4.990838973E-003;9.765335532E-003;-5.712864394E-003
8.050000000E+000;1.327500000E+001;5.987514668E-003;-1.602299234E-001;-5.399816304E-004;6.954108883E-003;-1.450344842E-004
3.050000000E+000;2.690000000E+001;2.232090550E-003;-2.220166692E-003;-5.706743051E-004;6.925825443E-003;-2.725525061E-003
4.050000000E+000;1.077500000E+001;2.198028966E-003;-1.465356880E-001;-9.604754006E-004;9.011016271E-003;-4.298106479E-003
1.205000000E+001;1.902500000E+001;-1.427411042E-002;-1.134744947E-001;-1.678905458E-003;1.051367682E-002;-3.689536953E-003
8.925000000E+000;2.065000000E+001;5.739289529E-003;-4.851287342E-002;-5.884616052E-003;9.153527603E-003;-6.525268594E-003
4.050000000E+000;1.940000000E+001;3.961344527E-002;-6.335120926E-002;-9.735622953E-004;9.667002066E-003;-4.269482364E-003
1.205000000E+001;1.915000000E+001;-1.399136620E-002;-1.121801247E-001;-1.702261757E-003;1.054284933E-002;-3.554703507E-003
8.550000000E+000;2.452500000E+001;1.042705271E-002;-1.762595602E-002;3.346691303E-006;6.638806778E-003;-2.633893805E-003
5.425000000E+000;2.652500000E+001;2.967783855E-003;-5.156526972E-003;-3.427478752E-004;6.968791921E-003;-1.975874327E-003
5.800000000E+000;1.652500000E+001;2.159960444E-002;-1.188283154E-001;-5.167477126E-003;9.304668799E-003;-5.961584107E-003
1.155000000E+001;1.552500000E+001;-1.783870733E-003;-1.488446656E-001;-3.129463097E-003;1.096110826E-002;-4.038849789E-003
3.925000000E+000;1.740000000E+001;3.617553341E-002;-8.054269232E-002;-1.539187773E-003;9.330237149E-003;-1.700687463E-003
8.050000000E+000;1.340000000E+001;6.216767282E-003;-1.593858289E-001;-5.754258365E-004;6.886566828E-003;-8.904385126E-005
1.092500000E+001;2.015000000E+001;-7.374029986E-003;-8.956533438E-002;-2.245195180E-003;1.272808133E-002;-2.311480783E-003
1.205000000E+001;1.927500000E+001;-1.367250050E-002;-1.109253146E-001;-1.740706037E-003;1.057892501E-002;-3.428863704E-003
4.050000000E+000;1.952500000E+001;3.901067194E-002;-6.214252267E-002;-1.110394615E-003;9.678352261E-003;-4.413930814E-003
7.425000000E+000;2.427500000E+001;1.053908483E-002;-1.812197574E-002;2.719794725E-004;5.745273222E-003;-1.005426295E-003
1.205000000E+001;1.540000000E+001;-2.794210772E-003;-1.529604352E-001;-2.892062998E-003;1.090509634E-002;-4.184346263E-003
3.925000000E+000;1.752500000E+001;3.689633112E-002;-7.948462892E-002;-1.374463927E-003;9.275158664E-003;-1.721347161E-003
1.205000000E+001;1.940000000E+001;-1.330775700E-002;-1.096543411E-001;-1.791066907E-003;1.063500024E-002;-3.314802989E-003
5.925000000E+000;1.652500000E+001;2.076907848E-002;-1.216742208E-001;-5.337040115E-003;8.776867242E-003;-6.162634632E-003
8.675000000E+000;1.540000000E+001;8.667158202E-003;-1.454909635E-001;-2.676326279E-003;6.822905375E-003;1.589360569E-003
1.092500000E+001;2.027500000E+001;-6.568910756E-003;-8.804410443E-002;-2.425001822E-003;1.277363819E-002;-2.343659723E-003
4.050000000E+000;1.965000000E+001;3.835807982E-002;-6.094108161E-002;-1.260389577E-003;9.685117284E-003;-4.530965832E-003
1.217500000E+001;1.540000000E+001;-3.108854271E-003;-1.537385657E-001;-2.847194185E-003;1.092131706E-002;-4.235445360E-003
2.800000000E+000;1.727500000E+001;3.709482109E-002;-7.134098009E-002;-1.587941167E-003;7.046585663E-003;-1.979199898E-003
1.155000000E+001;1.965000000E+001;-1.136812035E-002;-1.017714900E-001;-1.736399837E-003;1.141976981E-002;-2.825824497E-003
3.300000000E+000;1.715000000E+001;3.569256449E-002;-7.691690204E-002;-1.728397988E-003;8.086187314E-003;-1.859604225E-003
8.925000000E+000;2.577500000E+001;6.717622474E-003;-1.022423319E-002;2.122983364E-004;7.282086094E-003;-2.681650959E-003
1.092500000E+001;2.040000000E+001;-5.725550944E-003;-8.651985136E-002;-2.602502744E-003;1.281822857E-002;-2.404044322E-003
9.675000000E+000;1.490000000E+001;5.629916432E-003;-1.486146327E-001;-3.123999512E-003;9.231972420E-003;-6.144869750E-004
1.192500000E+001;1.540000000E+001;-2.502908696E-003;-1.522470650E-001;-2.937483842E-003;1.089571123E-002;-4.122500799E-003
9.550000000E+000;2.602500000E+001;6.014930665E-003;-9.666711840E-003;-3.201200462E-005;8.352603022E-003;-2.867029218E-003
1.167500000E+001;1.965000000E+001;-1.160486974E-002;-1.030571482E-001;-1.785833073E-003;1.124797026E-002;-2.899866645E-003
3.425000000E+000;1.715000000E+001;3.549524863E-002;-7.811859003E-002;-1.749791355E-003;8.335927399E-003;-1.829610148E-003
4.925000000E+000;1.452500000E+001;1.442924523E-002;-1.231278482E-001;-3.521951191E-003;9.399331035E-003;-5.139491341E-003
1.205000000E+001;1.690000000E+001;-9.196319088E-003;-1.362715381E-001;-2.764483868E-003;1.099245518E-002;-5.246579683E-003
6.550000000E+000;1.090000000E+001;1.285555327E-003;-1.710448013E-001;-2.237189154E-004;7.568445449E-003;-2.141530538E-003
5.425000000E+000;2.552500000E+001;6.897761272E-003;-1.216078034E-002;-6.653562918E-004;6.970805579E-003;-1.713542254E-003
1.180000000E+001;1.965000000E+001;-1.183096626E-002;-1.043447858E-001;-1.833688477E-003;1.108378277E-002;-2.974583447E-003
9.550000000E+000;2.615000000E+001;5.510581588E-003;-8.664124708E-003;1.776561895E-005;8.336932017E-003;-2.777419540E-003
8.925000000E+000;1.315000000E+001;5.183972209E-003;-1.626204977E-001;-1.075578063E-003;7.900295296E-003;-2.239603481E-004
3.550000000E+000;1.715000000E+001;3.528006908E-002;-7.929115708E-002;-1.771030500E-003;8.595982530E-003;-1.801371800E-003
1.192500000E+001;2.627500000E+001;3.232305362E-003;-1.481916238E-002;-1.318977351E-003;1.523069676E-002;-2.907849982E-003
1.217500000E+001;1.690000000E+001;-9.464598372E-003;-1.369297863E-001;-2.725238351E-003;1.086483319E-002;-5.239451025E-003
1.192500000E+001;1.952500000E+001;-1.253509027E-002;-1.069846711E-001;-1.803294929E-003;1.086257152E-002;-3.143087598E-003
1.080000000E+001;1.952500000E+001;-1.090133603E-002;-9.598502662E-002;-1.382812758E-003;1.290958857E-002;-2.578915281E-003
5.425000000E+000;2.565000000E+001;6.399968310E-003;-1.120449597E-002;-6.220051977E-004;6.972807587E-003;-1.761719155E-003
3.675000000E+000;1.715000000E+001;3.502615402E-002;-8.043929663E-002;-1.799217415E-003;8.868473038E-003;-1.776942386E-003
3.550000000E+000;2.415000000E+001;1.448222008E-002;-2.194449798E-002;-1.634021385E-003;7.293267535E-003;-2.232278159E-003
9.050000000E+000;1.315000000E+001;5.056626328E-003;-1.629151326E-001;-1.173124423E-003;8.031739176E-003;-3.073464752E-004
1.142500000E+001;1.990000000E+001;-9.903955812E-003;-9.751312372E-002;-1.934891553E-003;1.172611411E-002;-2.596314992E-003
1.180000000E+001;1.540000000E+001;-2.171587132E-003;-1.515664975E-001;-2.987906073E-003;1.089262301E-002;-4.055442276E-003
7.050000000E+000;1.365000000E+001;7.167494391E-003;-1.549197218E-001;-7.382537474E-004;6.377173480E-003;-1.748448565E-003
1.117500000E+001;1.940000000E+001;-1.185675306E-002;-1.009808739E-001;-1.405812965E-003;1.196057134E-002;-2.871293453E-003
1.117500000E+001;1.540000000E+001;-2.945846280E-004;-1.481855646E-001;-3.242200467E-003;1.087295060E-002;-3.637706706E-003
3.175000000E+000;1.715000000E+001;3.586418926E-002;-7.573748176E-002;-1.707607520E-003;7.845621286E-003;-1.890616955E-003
3.675000000E+000;2.415000000E+001;1.430189888E-002;-2.202934139E-002;-1.634628784E-003;7.303247169E-003;-2.189772874E-003
1.192500000E+001;1.677500000E+001;-8.273121169E-003;-1.369436178E-001;-2.868576354E-003;1.113393785E-002;-5.214011123E-003
1.155000000E+001;1.990000000E+001;-1.013177878E-002;-9.880110103E-002;-1.957805343E-003;1.154783658E-002;-2.671248294E-003
5.425000000E+000;2.577500000E+001;5.912741393E-003;-1.030782729E-002;-5.808180598E-004;6.972973747E-003;-1.794341148E-003
5.050000000E+000;2.252500000E+001;1.736817916E-002;-3.470208665E-002;-2.705306369E-003;7.843385247E-003;-1.297214897E-003
1.217500000E+001;1.890000000E+001;-1.466343815E-002;-1.160104652E-001;-1.729076852E-003;1.029677867E-002;-3.863796081E-003
9.175000000E+000;1.315000000E+001;4.887412839E-003;-1.632275075E-001;-1.266956725E-003;8.160595108E-003;-4.058960922E-004
7.675000000E+000;1.165000000E+001;2.776818190E-003;-1.707015335E-001;-1.385014272E-004;7.383779375E-003;-8.719244760E-004
9.925000000E+000;1.940000000E+001;-1.160153482E-002;-8.899918292E-002;-1.327533171E-003;1.655478826E-002;-2.781679688E-003
1.192500000E+001;1.690000000E+001;-8.898420672E-003;-1.355589508E-001;-2.797528292E-003;1.112134424E-002;-5.253526249E-003
3.800000000E+000;1.715000000E+001;3.473940782E-002;-8.158518781E-002;-1.831735019E-003;9.153527056E-003;-1.754235348E-003
1.217500000E+001;1.902500000E+001;-1.448432712E-002;-1.147375086E-001;-1.735836725E-003;1.031347648E-002;-3.728904354E-003
3.800000000E+000;2.415000000E+001;1.406973483E-002;-2.201690970E-002;-1.631520915E-003;7.310218899E-003;-2.145585847E-003
4.550000000E+000;1.977500000E+001;3.699145154E-002;-6.159776379E-002;-1.416675612E-003;1.105683453E-002;-4.626546835E-003
7.800000000E+000;2.552500000E+001;6.968225513E-003;-1.094964432E-002;4.337359543E-004;6.279085921E-003;-1.824081970E-003
1.092500000E+001;1.240000000E+001;1.159482765E-003;-1.765845941E-001;-1.692437508E-003;9.080264001E-003;-2.260914738E-003
7.800000000E+000;1.165000000E+001;2.791674465E-003;-1.711290031E-001;-1.414198100E-004;7.418385158E-003;-7.886257924E-004
1.217500000E+001;1.915000000E+001;-1.423865266E-002;-1.134714612E-001;-1.757368428E-003;1.034696492E-002;-3.601440115E-003
1.167500000E+001;1.540000000E+001;-1.747554539E-003;-1.508928582E-001;-3.038251663E-003;1.089118753E-002;-3.985494773E-003
1.042500000E+001;2.052500000E+001;-3.259099431E-003;-7.926231765E-002;-3.185213478E-003;1.331826698E-002;-2.965853027E-003
5.175000000E+000;2.252500000E+001;1.706579971E-002;-3.458484030E-002;-2.669613827E-003;7.728860881E-003;-1.060129695E-003
3.800000000E+000;1.727500000E+001;3.556195081E-002;-8.048267468E-002;-1.676430369E-003;9.079094206E-003;-1.728049737E-003
1.217500000E+001;1.877500000E+001;-1.479683125E-002;-1.172045665E-001;-1.739176975E-003;1.028697876E-002;-4.001025352E-003
1.017500000E+001;2.490000000E+001;8.862052929E-003;-2.242711278E-002;-1.288185809E-003;1.026260927E-002;-3.834344782E-003
1.217500000E+001;1.602500000E+001;-5.405547534E-003;-1.466083267E-001;-2.938721255E-003;1.101533672E-002;-4.775310934E-003
5.800000000E+000;1.665000000E+001;2.270961706E-002;-1.175126047E-001;-5.140019170E-003;9.596264121E-003;-5.887324178E-003
7.925000000E+000;1.165000000E+001;2.814348481E-003;-1.715622304E-001;-1.512373526E-004;7.450477312E-003;-7.264204165E-004
7.800000000E+000;2.565000000E+001;6.489214166E-003;-1.015152897E-002;4.262377677E-004;6.316008412E-003;-1.860276917E-003
5.300000000E+000;2.252500000E+001;1.677618837E-002;-3.440929593E-002;-2.617197890E-003;7.589645074E-003;-8.121019275E-004
1.055000000E+001;2.052500000E+001;-3.688607837E-003;-8.076453867E-002;-3.053732575E-003;1.322212612E-002;-2.777203517E-003
1.217500000E+001;1.615000000E+001;-5.971525725E-003;-1.451834192E-001;-2.938500781E-003;1.102116251E-002;-4.873166566E-003
3.925000000E+000;1.765000000E+001;3.764592605E-002;-7.838814281E-002;-1.219317114E-003;9.227608055E-003;-1.769882630E-003
1.192500000E+001;1.865000000E+001;-1.439444871E-002;-1.163143861E-001;-1.646287779E-003;1.068174162E-002;-4.108257974E-003
5.925000000E+000;1.665000000E+001;2.190177866E-002;-1.205255107E-001;-5.357698477E-003;9.033881604E-003;-6.139984020E-003
1.017500000E+001;2.502500000E+001;8.528678356E-003;-2.115169046E-002;-1.182809250E-003;1.020208716E-002;-3.756674845E-003
9.050000000E+000;2.402500000E+001;1.142283274E-002;-2.299957068E-002;-8.574482889E-004;7.662648872E-003;-3.608045109E-003
8.050000000E+000;1.227500000E+001;4.092786538E-003;-1.673291703E-001;-3.092722258E-004;7.364497259E-003;-5.314076492E-004
1.142500000E+001;1.552500000E+001;-1.351687588E-003;-1.481833340E-001;-3.184675952E-003;1.096767704E-002;-3.959986303E-003
1.205000000E+001;1.865000000E+001;-1.468415553E-002;-1.174401122E-001;-1.703643287E-003;1.048749640E-002;-4.125014670E-003
4.300000000E+000;2.440000000E+001;1.230522374E-002;-2.036798436E-002;-1.496405477E-003;7.248077014E-003;-1.919801875E-003
1.067500000E+001;2.052500000E+001;-4.170818774E-003;-8.218189768E-002;-2.945167365E-003;1.312140114E-002;-2.628754181E-003
6.050000000E+000;1.640000000E+001;1.909888574E-002;-1.256497320E-001;-5.369951847E-003;8.034705556E-003;-6.241640479E-003
1.217500000E+001;1.865000000E+001;-1.488836954E-002;-1.184911631E-001;-1.760228811E-003;1.028277502E-002;-4.143724276E-003
3.925000000E+000;1.927500000E+001;4.012750617E-002;-6.385836750E-002;-8.896263098E-004;9.290327121E-003;-4.034835667E-003
